,phylo0,S,lat.abs,Latitude.Google,Temperature,hemi
USHP1AI2,427.14914,3059,36.0754183,36.0754183,15,North
USHP1AJ,409.69505,3025,36.0754183,36.0754183,15,North
USHP1AJ2,418.22784,2997,36.0754183,36.0754183,15,North
USHP1AK,404.33004,3029,36.0754183,36.0754183,15,North
USHP1AK2,416.50531,3057,36.0754183,36.0754183,15,North
USHP1BA,418.41916,2973,36.0754183,36.0754183,15,North
USHP1BB,408.18594,2877,36.0754183,36.0754183,15,North
USHP1BC,420.2304,2961,36.0754183,36.0754183,15,North
USHP1BD,412.03922,2978,36.0754183,36.0754183,15,North
USHP1BD2,395.89211,2810,36.0754183,36.0754183,15,North
USHP1BE,420.53243,2993,36.0754183,36.0754183,15,North
USHP1BF,418.76254,3068,36.0754183,36.0754183,15,North
USHP1BF2,402.57716,2957,36.0754183,36.0754183,15,North
USHP1BG,413.86432,3050,36.0754183,36.0754183,15,North
USHP1BG2,391.02897,2826,36.0754183,36.0754183,15,North
USHP1BI,395.5212,2890,36.0754183,36.0754183,15,North
USHP1BJ,404.16997,2946,36.0754183,36.0754183,15,North
USHP1BK,403.21052,2927,36.0754183,36.0754183,15,North
USKN1AA,384.75238,2793,35.9606384,35.9606384,15,North
USKN1AB,377.74092,2831,35.9606384,35.9606384,15,North
USKN1AC,394.41908,2911,35.9606384,35.9606384,15,North
USKN1BA,385.00094,2852,35.9606384,35.9606384,15,North
USKN1BB,372.58589,2720,35.9606384,35.9606384,15,North
USKN1BC,368.27628,2705,35.9606384,35.9606384,15,North
USKN2A,341.8928,2407,35.9606384,35.9606384,15,North
USKN2B,340.86667,2415,35.9606384,35.9606384,15,North
USKN2C,405.31868,3137,35.9606384,35.9606384,15,North
USKN3A,284.20365,2005,35.9606384,35.9606384,15,North
USKN3B,280.3387,1939,35.9606384,35.9606384,15,North
USKN3C,294.65459,2073,35.9606384,35.9606384,15,North
USJC1I,466.2127,3582,36.3636089,36.3636089,10,North
USJC1MA,458.13086,3425,36.3636089,36.3636089,10,North
USJC1MB,404.70828,2741,36.3636089,36.3636089,10,North
USJC1O,461.92789,3549,36.3636089,36.3636089,10,North
USJC2I,466.04541,3446,36.3636089,36.3636089,10,North
USJC2MA,458.63916,3513,36.3636089,36.3636089,10,North
USJC2MB,441.81316,3283,36.3636089,36.3636089,10,North
USJC2O,455.38653,3453,36.3636089,36.3636089,10,North
USKP1I,318.89981,2107,36.550825,36.550825,13,North
USKP1MA,318.91294,2178,36.550825,36.550825,13,North
USKP1MB,347.22156,2367,36.550825,36.550825,13,North
USKP1O,305.91928,2075,36.550825,36.550825,13,North
USKP2I,330.79931,2333,36.550825,36.550825,13,North
USKP2M,337.72173,2352,36.550825,36.550825,13,North
USKP2O,319.19776,2227,36.550825,36.550825,13,North
USLA1A,303.27482,1949,34.032276,34.032276,21,North
USLA1B,302.18307,1966,34.032276,34.032276,21,North
USLA1C,311.65403,2030,34.032276,34.032276,21,North
USLA2A,325.54536,2184,34.030997,34.030997,21,North
USLA2B,329.34747,2180,34.030997,34.030997,21,North
USLA2C,340.58106,2213,34.030997,34.030997,21,North
USLA3A,335.74132,2192,36.548602,36.548602,13,North
USLA3B,351.08372,2379,36.548602,36.548602,13,North
USLA3C,354.82147,2372,36.548602,36.548602,13,North
USLA4A,302.47456,1950,34.056032,34.056032,20,North
USLA4B,296.40605,1969,34.056032,34.056032,20,North
USLA4C,291.59845,1880,34.056032,34.056032,20,North
USLC1A,253.89642,1771,40.837499,40.837499,11,North
USLC1B,256.30184,1811,40.837499,40.837499,11,North
USLC1C,278.09391,1888,40.837499,40.837499,11,North
USLC2A,319.10048,2279,40.837499,40.837499,11,North
USLC2B,314.88973,2228,40.837499,40.837499,11,North
USLC2C,307.85731,2211,40.837499,40.837499,11,North
USLC3A,318.00821,2172,40.837499,40.837499,11,North
USLC3B,314.96135,2195,40.837499,40.837499,11,North
USLC3C,312.14652,2175,40.837499,40.837499,11,North
USLC4A,254.42625,1768,40.881919,40.881919,11,North
USLC4B,254.03907,1758,40.881919,40.881919,11,North
USLC4C,247.68193,1753,40.881919,40.881919,11,North
USMI1A,281.44512,2111,42.269937,42.269937,7,North
USMI1B,281.7981,1937,42.269937,42.269937,7,North
USMI1C,259.65604,1885,42.269937,42.269937,7,North
USMI2A,214.68245,1558,42.284891,42.284891,10,North
USMI2B,231.66067,1573,42.284891,42.284891,10,North
USMI2C,220.80964,1670,42.284891,42.284891,10,North
USMI3A,301.54949,2254,42.225078,42.225078,10,North
USMI3B,308.03549,2268,42.225078,42.225078,10,North
USMI3C,290.4775,2198,42.225078,42.225078,10,North
USMI4A,349.52954,2517,42.324367,42.324367,7,North
USMI4B,347.06275,2539,42.324367,42.324367,7,North
USMI4C,341.32175,2478,42.324367,42.324367,7,North
USNO1A,353.66131,2451,35.250685,35.250685,15,North
USNO1B,316.4932,2269,35.250685,35.250685,15,North
USNO1C,339.92262,2504,35.250685,35.250685,15,North
USNO2A,371.40617,2578,35.1461,35.1461,15,North
USNO2B,539.7829,2994,35.1461,35.1461,15,North
USNO2C,544.38876,3051,35.1461,35.1461,15,North
USNO2D,549.88437,3057,35.1461,35.1461,15,North
USNO2E,564.82894,3409,35.1461,35.1461,15,North
USNO2F,567.61607,3599,35.1461,35.1461,15,North
USOK01A,441.55143,2290,35.4250943,35.4250943,16,North
USOK01B,421.5303,2032,35.4250943,35.4250943,16,North
USOK01C,409.68683,1998,35.4250943,35.4250943,16,North
USOK02A,528.70789,2983,35.4211512,35.4211512,15,North
USOK02B,530.78204,2987,35.4211512,35.4211512,15,North
USOK02C,529.06894,2929,35.4211512,35.4211512,15,North
USOK03A,515.72439,2906,35.6711219,35.6711219,16,North
USOK03B,505.74587,2831,35.6711219,35.6711219,16,North
USOK03C,522.50872,2956,35.6711219,35.6711219,16,North
USOK03D,508.57928,2899,35.6711219,35.6711219,16,North
USOK03E,363.33577,2657,35.6711219,35.6711219,16,North
USOK03F,365.107,2519,35.6711219,35.6711219,16,North
USOK03G,387.58802,2875,35.6711219,35.6711219,16,North
USOK03H,365.2061,2638,35.6711219,35.6711219,16,North
USOK03I,374.10892,2656,35.6711219,35.6711219,16,North
USOK03J,386.80252,2763,35.6711219,35.6711219,16,North
USOK03K,389.52859,2795,35.6711219,35.6711219,16,North
USOK03L,381.73681,2710,35.6711219,35.6711219,16,North
USOK04A,377.06466,2747,35.524735,35.524735,15,North
USOK04B,357.43158,2533,35.524735,35.524735,15,North
USOK04C,388.38525,2691,35.524735,35.524735,15,North
USOK05A,345.78793,2324,35.405229,35.405229,16,North
USOK05B,345.90236,2137,35.405229,35.405229,16,North
USOK05C,356.22419,2407,35.405229,35.405229,16,North
USOK06A,237.91643,1568,35.253494,35.253494,15,North
USOK06B,241.82558,1638,35.253494,35.253494,15,North
USOK06C,234.09979,1529,35.253494,35.253494,15,North
USOK07A,303.35697,2136,35.1773201,35.1773201,14,North
USOK07B,328.335,2441,35.1773201,35.1773201,14,North
USOK07C,317.38883,2351,35.1773201,35.1773201,14,North
USOK08A,372.35283,2639,37.783758,37.783758,13,North
USOK08B,368.53777,2628,37.783758,37.783758,13,North
USOK08C,424.36598,3293,37.783758,37.783758,13,North
USOK09A,309.49233,2098,36.8058631,36.8058631,15,North
USOK09B,306.02876,2096,36.8058631,36.8058631,15,North
USOK09C,311.30804,2062,36.8058631,36.8058631,15,North
USOK10A,362.36669,2587,35.522684,35.522684,18,North
USOK10B,370.85094,2561,35.522684,35.522684,18,North
USOK10C,367.07434,2534,35.522684,35.522684,18,North
USOK11A,345.59641,2358,35.3750995,35.3750995,15,North
USOK11B,336.47186,2320,35.3750995,35.3750995,15,North
USOK11C,329.944,2314,35.3750995,35.3750995,15,North
USOP1AA,283.79332,2014,32.660812,32.660812,17,North
USOP1AB,276.67771,1993,32.660812,32.660812,17,North
USOP1AC,288.3587,2015,32.660812,32.660812,17,North
USOP1BA,297.82369,2116,32.660812,32.660812,17,North
USOP1BB,287.1607,2042,32.660812,32.660812,17,North
USOP1BC,354.22666,2546,32.660812,32.660812,17,North
USOP1CA,287.6654,2007,32.660812,32.660812,17,North
USOP1CB,281.60415,2032,32.660812,32.660812,17,North
USOP1CC,287.24686,2001,32.660812,32.660812,17,North
USOP1DA,298.69311,2131,32.660812,32.660812,17,North
USOP1DB,290.82742,2064,32.660812,32.660812,17,North
USOP1DC,289.46471,2029,32.660812,32.660812,17,North
USPT1A,155.10586,1239,45.595913,45.595913,13,North
USPT1B,160.90993,1277,45.595913,45.595913,13,North
USPT1C,157.04425,1230,45.595913,45.595913,13,North
USPT2A,168.36612,1326,45.595913,45.595913,13,North
USPT2B,177.65206,1315,45.595913,45.595913,13,North
USPT2C,156.87399,1221,45.595913,45.595913,13,North
USPT3A,165.86789,1297,45.595913,45.595913,13,North
USPT3B,160.79566,1246,45.595913,45.595913,13,North
USPT3C,157.46143,1235,45.595913,45.595913,13,North
USPT4A,150.7047,1178,45.595913,45.595913,13,North
USPT4B,163.00216,1298,45.595913,45.595913,13,North
USPT4C,163.8213,1311,45.595913,45.595913,13,North
USRE1A,419.05995,3059,35.671455,35.671455,15,North
USRE1B,370.10073,2722,35.671455,35.671455,15,North
USRE1C,374.92736,2738,35.671455,35.671455,15,North
USRE2A,272.19747,2077,35.90087,35.90087,14,North
USRE2B,271.38482,2063,35.90087,35.90087,14,North
USRE2C,269.7745,2011,35.90087,35.90087,14,North
USRE3A,393.16579,2971,35.842604,35.842604,16,North
USRE3B,387.00553,2946,35.842604,35.842604,16,North
USRE3C,383.8941,2964,35.842604,35.842604,16,North
USRE4A,373.55669,2813,35.880862,35.880862,16,North
USRE4B,379.04537,2902,35.880862,35.880862,16,North
USRE4C,384.80636,2917,35.880862,35.880862,16,North
USRE5A,335.18557,2677,35.7180193,35.7180193,16,North
USRE5B,333.16454,2611,35.7180193,35.7180193,16,North
USRE5C,326.96192,2571,35.7180193,35.7180193,16,North
USRE6A,372.2677,2755,36.02678,36.02678,16,North
USRE6B,367.30773,2769,36.02678,36.02678,16,North
USRE6C,359.80877,2720,36.02678,36.02678,16,North
USRE7A,381.35813,2754,35.904071,35.904071,14,North
USRE7B,367.51635,2707,35.904071,35.904071,14,North
USRE7C,365.88246,2650,35.904071,35.904071,14,North
USRE8A,326.50268,2322,36.084499,36.084499,15,North
USRE8B,335.69114,2381,36.084499,36.084499,15,North
USRE8C,340.32798,2430,36.084499,36.084499,15,North
USRE9A,393.74589,2915,35.649825,35.649825,16,North
USRE9B,389.86746,2932,35.649825,35.649825,16,North
USRE9C,389.40833,2787,35.649825,35.649825,16,North
USSD1AA,260.49677,1674,33.116513,33.116513,18,North
USSD1AB,259.86599,1655,33.116513,33.116513,18,North
USSD1AC,266.22453,1679,33.116513,33.116513,18,North
USSD1BA,268.0567,1713,33.116513,33.116513,18,North
USSD1BB,256.05932,1679,33.116513,33.116513,18,North
USSD1BC,244.49245,1587,33.116513,33.116513,18,North
USSD1CA,270.44699,1758,33.116513,33.116513,18,North
USSD1CB,257.0304,1664,33.116513,33.116513,18,North
USSD1CC,257.42612,1629,33.116513,33.116513,18,North
USSD2AA,191.16522,1292,33.105909,33.105909,18,North
USSD2AB,186.49258,1235,33.105909,33.105909,18,North
USSD2AC,187.21268,1276,33.105909,33.105909,18,North
USSD2BA,198.40481,1288,33.105909,33.105909,18,North
USSD2BB,188.04728,1283,33.105909,33.105909,18,North
USSD2BC,186.22461,1245,33.105909,33.105909,18,North
USSF1A,266.79615,1890,38.015549,38.015549,18,North
USSF1B,269.45195,1919,38.015549,38.015549,18,North
USSF1C,413.5176,3078,38.015549,38.015549,18,North
USSF2A,236.18193,1802,37.801288,37.801288,16,North
USSF2B,219.54282,1687,37.801288,37.801288,16,North
USSF2C,243.43459,1911,37.801288,37.801288,16,North
USSF3A,178.36646,1319,37.543328,37.543328,16,North
USSF3B,173.35348,1308,37.543328,37.543328,16,North
USSF3C,171.25999,1243,37.543328,37.543328,16,North
USSF4A,350.5093,2691,37.452075,37.452075,17,North
USSF4B,349.55748,2678,37.452075,37.452075,17,North
USSF4C,343.68052,2622,37.452075,37.452075,17,North
USRT1A,267.55182,2004,47.470166,47.470166,13,North
USRT1B,261.2313,1936,47.470166,47.470166,13,North
USRT1C,240.38447,1833,47.470166,47.470166,13,North
USRT2A,261.37609,1987,47.470166,47.470166,13,North
USRT2B,249.84394,1848,47.470166,47.470166,13,North
USRT2C,246.71938,1860,47.470166,47.470166,13,North
USST1AA,414.30487,3068,47.661907,47.661907,13,North
USST1AB,195.97726,1411,47.661907,47.661907,13,North
USST1AC,191.37848,1381,47.661907,47.661907,13,North
USST1BA,191.85986,1405,47.661907,47.661907,13,North
USST1BB,191.36962,1397,47.661907,47.661907,13,North
USST1BC,203.16493,1393,47.661907,47.661907,13,North
USTE1A,325.97067,2217,33.424054,33.424054,25,North
USTE1B,321.66361,2201,33.424054,33.424054,25,North
USTE1C,319.84999,2210,33.424054,33.424054,25,North
USTE2A,371.85044,2584,33.4483771,33.4483771,25,North
USTE2B,365.59565,2586,33.4483771,33.4483771,25,North
USTE2C,362.71968,2578,33.4483771,33.4483771,25,North
USTE3A,305.57966,2123,33.430785,33.430785,24,North
USTE3B,288.77973,1852,33.430785,33.430785,24,North
USTE3C,323.04063,2102,33.430785,33.430785,24,North
USTE4A,362.00864,2467,33.263711,33.263711,23,North
USTE4B,367.3899,2419,33.263711,33.263711,23,North
USTE4C,376.94852,2386,33.263711,33.263711,23,North
USTF1AA,382.45528,2671,31.44537,31.44537,18,North
USTF1AB,392.93325,2642,31.44537,31.44537,18,North
USTF1AC,396.0823,2731,31.44537,31.44537,18,North
USTF1BA,396.78654,2658,31.44537,31.44537,18,North
USTF1BB,389.58637,2618,31.44537,31.44537,18,North
USTF1BC,377.45798,2542,31.44537,31.44537,18,North
USTF1CA,393.98738,2682,31.44537,31.44537,18,North
USTF1CB,380.10904,2633,31.44537,31.44537,18,North
USTF1CC,385.03937,2596,31.44537,31.44537,18,North
USTF1DA,384.37959,2668,31.44537,31.44537,18,North
USTF1DB,379.98012,2677,31.44537,31.44537,18,North
USTF1DC,391.40824,2635,31.44537,31.44537,18,North
USTP1A,271.4149,1693,27.9237323,27.9237323,21,North
USTP1B,282.31291,1765,27.9237323,27.9237323,21,North
USTP1C,274.46987,1654,27.9237323,27.9237323,21,North
USTP1D,278.80221,1754,27.9237323,27.9237323,21,North
USTP1E,397.25197,2626,27.9237323,27.9237323,21,North
USTP1F,398.73228,2637,27.9237323,27.9237323,21,North
USTP1G,388.78766,2623,27.9237323,27.9237323,21,North
USTP1H,395.69857,2687,27.9237323,27.9237323,21,North
USTP1I,397.99268,2682,27.9237323,27.9237323,21,North
USTP1J,395.38384,2676,27.9237323,27.9237323,21,North
USTP1K,462.40694,3395,27.9237323,27.9237323,21,North
USTP1L,386.44769,2594,27.9237323,27.9237323,21,North
USTP1M,398.16191,2648,27.9237323,27.9237323,21,North
USTU1AA,372.16459,2548,34.227477,34.227477,16,North
USTU1AB,363.62736,2516,34.227477,34.227477,16,North
USTU1AC,363.56545,2496,34.227477,34.227477,16,North
USTU1BA,370.93654,2467,34.227477,34.227477,16,North
USTU1BB,364.38808,2453,34.227477,34.227477,16,North
USTU1BC,368.11366,2448,34.227477,34.227477,16,North
USTU1CA,378.21105,2551,34.227477,34.227477,16,North
USTU1CB,366.88289,2508,34.227477,34.227477,16,North
USTU1CC,355.67832,2472,34.227477,34.227477,16,North
USTU1DA,377.98195,2543,34.227477,34.227477,16,North
USTU1DB,358.61348,2412,34.227477,34.227477,16,North
USTU1DC,368.32079,2492,34.227477,34.227477,16,North
USVA1A,219.27529,1444,36.921475,36.921475,16,North
USVA1B,302.60888,2060,36.921475,36.921475,16,North
USVA1C,230.68966,1548,36.921475,36.921475,16,North
USVA2A,307.66847,2085,36.882412,36.882412,15,North
USVA2B,302.4529,2026,36.882412,36.882412,15,North
USVA2C,291.37181,1937,36.882412,36.882412,15,North
USVA3A,246.50672,1730,36.77219,36.77219,15,North
USVA3B,233.69784,1672,36.77219,36.77219,15,North
USVA3C,227.70316,1606,36.77219,36.77219,15,North
USVA4A,248.19758,1637,36.908213,36.908213,15,North
USVA4B,227.67681,1554,36.908213,36.908213,15,North
USVA4C,223.98381,1522,36.908213,36.908213,15,North
USVA5A,268.81735,1943,36.892343,36.892343,13,North
USVA5B,268.87287,1902,36.892343,36.892343,13,North
USVA5C,255.68109,1783,36.892343,36.892343,13,North
USVA6A,329.8342,2217,36.964124,36.964124,15,North
USVA6B,331.97015,2196,36.964124,36.964124,15,North
USVA6C,334.53171,2211,36.964124,36.964124,15,North
USVA7A,244.23078,1708,37.085187,37.085187,16,North
USVA7B,250.93048,1714,37.085187,37.085187,16,North
USVA7C,254.56388,1788,37.085187,37.085187,16,North
USVA8A,271.55299,1709,37.201091,37.201091,16,North
USVA8B,265.88246,1691,37.201091,37.201091,16,North
USVA8C,286.40063,1868,37.201091,37.201091,16,North
USVA9A,316.68758,2193,37.212502,37.212502,16,North
USVA9B,322.72947,2192,37.212502,37.212502,16,North
USVA9C,325.37637,2246,37.212502,37.212502,16,North
USVD1AA,359.71672,2603,32.222967,32.222967,19,North
USVD1AB,358.15471,2587,32.222967,32.222967,19,North
USVD1AC,357.8313,2667,32.222967,32.222967,19,North
USVD1BA,360.55363,2632,32.222967,32.222967,19,North
USVD1BB,367.60191,2650,32.222967,32.222967,19,North
USVD1BC,367.0084,2613,32.222967,32.222967,19,North
USVD1CA,374.56294,2732,32.222967,32.222967,19,North
USVD1CB,362.99966,2614,32.222967,32.222967,19,North
USVD1CC,362.33766,2654,32.222967,32.222967,19,North
USVD1DA,373.76143,2685,32.222967,32.222967,19,North
USVD1DB,369.05252,2700,32.222967,32.222967,19,North
USVD1DC,362.21519,2677,32.222967,32.222967,19,North
USWR1AA,317.19825,2111,32.579452,32.579452,18,North
USWR1AB,308.36567,2056,32.579452,32.579452,18,North
USWR1AC,306.86051,2063,32.579452,32.579452,18,North
USWR1BA,307.21315,2087,32.579452,32.579452,18,North
USWR1BB,306.17069,2052,32.579452,32.579452,18,North
USWR1BC,314.46001,2129,32.579452,32.579452,18,North
USWR2AA,352.98754,2547,32.438176,32.438176,18,North
USWR2AB,350.11738,2429,32.438176,32.438176,18,North
USWR2AC,347.89527,2495,32.438176,32.438176,18,North
USWR2BA,357.99234,2583,32.438176,32.438176,18,North
USWR2BB,347.06107,2554,32.438176,32.438176,18,North
USWR2BC,355.6467,2628,32.438176,32.438176,18,North
USWS1AA,403.52931,2744,31.212203,31.212203,22,North
USWS1AB,416.92922,2887,31.212203,31.212203,22,North
USWS1AC,396.67267,2678,31.212203,31.212203,22,North
USWS1BA,412.27205,2707,31.212203,31.212203,22,North
USWS1BB,445.68842,3272,31.212203,31.212203,22,North
USWS1BC,454.89159,3310,31.212203,31.212203,22,North
USWS1CA,495.72828,3801,31.212203,31.212203,22,North
USWS1CB,480.53159,3614,31.212203,31.212203,22,North
USWS1CC,406.86286,2833,31.212203,31.212203,22,North
USWS1DA,402.74236,2832,31.212203,31.212203,22,North
USWS1DB,402.31342,2778,31.212203,31.212203,22,North
USWS1DC,400.57682,2766,31.212203,31.212203,22,North
BRBH1A,181.39201,1155,19.905577,-19.905577,27,South
BRBH1B,207.98217,1284,19.905577,-19.905577,27,South
BRBH1C,191.53408,1253,19.905577,-19.905577,27,South
BRBH2A,189.0787,1247,19.905577,-19.905577,27,South
BRBH2B,206.91319,1362,19.905577,-19.905577,27,South
BRBH2C,190.44881,1210,19.905577,-19.905577,27,South
BRBH3A,197.86597,1295,19.905577,-19.905577,27,South
BRBH3B,182.40083,1196,19.905577,-19.905577,27,South
BRBH3C,201.35351,1292,19.905577,-19.905577,27,South
BRBH4A,198.14994,1297,19.905577,-19.905577,27,South
BRBH4B,200.48944,1293,19.905577,-19.905577,27,South
BRBH4C,210.65792,1384,19.905577,-19.905577,27,South
BROS1A,145.58309,804,3.85662,-3.85662,27,South
BROS1B,137.83398,741,3.85662,-3.85662,27,South
BROS2A,128.6195,640,3.85662,-3.85662,27,South
BROS2B,140.52934,710,3.85662,-3.85662,27,South
BROS2C,117.04126,592,3.85662,-3.85662,27,South
BROS2D,123.21501,612,3.85662,-3.85662,27,South
BROS3A,144.75599,749,3.85662,-3.85662,27,South
BROS3B,152.00865,770,3.85662,-3.85662,27,South
BRRP1A,220.92325,1445,21.10439,-21.10439,24,South
BRRP1B,210.45768,1389,21.10439,-21.10439,24,South
BRRP1C,219.58897,1406,21.10439,-21.10439,24,South
BRRP2A,217.91113,1472,21.10439,-21.10439,24,South
BRRP2B,233.46775,1560,21.10439,-21.10439,24,South
BRRP2C,226.06992,1597,21.10439,-21.10439,24,South
BRRP3A,231.94511,1653,21.10439,-21.10439,24,South
BRRP3B,231.62105,1609,21.10439,-21.10439,24,South
BRRP3C,234.41923,1598,21.10439,-21.10439,24,South
BRRP4A,252.63042,1687,21.10439,-21.10439,24,South
BRRP4B,250.66243,1690,21.10439,-21.10439,24,South
BRRP4C,236.64475,1652,21.10439,-21.10439,24,South
CLVPC1,281.50775,1801,33.449947,-33.449947,15,South
CLVPC2,273.57296,1724,33.449947,-33.449947,15,South
CLVPC3,272.50937,1729,33.449947,-33.449947,15,South
CLVPC4,269.94262,1772,33.449947,-33.449947,15,South
CLVPF1,183.14318,1332,33.449947,-33.449947,15,South
CLVPF2,192.69849,1390,33.449947,-33.449947,15,South
CLVPF3,177.42809,1272,33.449947,-33.449947,15,South
CLVPM1,191.99018,1272,33.540667,-33.540667,15,South
CLVPM2,180.58618,1240,33.540667,-33.540667,15,South
CLVPM3,186.95293,1241,33.540667,-33.540667,15,South
CLVPT1,136.79304,870,33.540667,-33.540667,15,South
CLVPT2,162.38561,1106,33.540667,-33.540667,15,South
CLVPT3,161.93879,1073,33.540667,-33.540667,15,South
COCL1A,211.27369,1173,3.503897,3.503897,25,North
COCL1B,203.44473,1100,3.503897,3.503897,25,North
COCL1C,204.2997,1133,3.503897,3.503897,25,North
COCL2A,146.558,662,3.512259,3.512259,25,North
COCL2B,148.32377,690,3.512259,3.512259,25,North
COCL3A,234.043,1685,3.514639,3.514639,25,North
COCL3B,235.0416,1726,3.514639,3.514639,25,North
COCL3C,231.87846,1676,3.514639,3.514639,25,North
COCL3D,244.01502,1767,3.514639,3.514639,25,North
COCL3E,249.66753,1807,3.514639,3.514639,25,North
COCL3F,244.15038,1796,3.514639,3.514639,25,North
UYUC01,379.25347,2625,34.505926,-34.505926,17,South
UYUC02,375.06014,2585,34.505926,-34.505926,17,South
UYUC03,365.62513,2523,34.505926,-34.505926,17,South
UYUC04,378.06172,2636,34.505926,-34.505926,17,South
UYUC05,374.16988,2574,34.505926,-34.505926,17,South
UYUC06,376.42073,2550,34.505926,-34.505926,17,South
UYUC07,361.91759,2500,34.505926,-34.505926,17,South
UYUC08,371.27173,2523,34.505926,-34.505926,17,South
UYUC09,359.15855,2391,34.505926,-34.505926,17,South
UYUC10,369.68234,2414,34.505926,-34.505926,17,South
UYUC11,355.55908,2446,34.505926,-34.505926,17,South
UYUC12,362.27679,2475,34.505926,-34.505926,17,South
UYUM01,334.73213,2220,34.351219,-34.351219,17,South
UYUM02,331.53814,2314,34.351219,-34.351219,17,South
UYUM03,327.56911,2281,34.351219,-34.351219,17,South
UYUM04,334.21505,2367,34.351219,-34.351219,17,South
UYUM05,331.19599,2327,34.351219,-34.351219,17,South
UYUM06,319.79712,2229,34.351219,-34.351219,17,South
UYUM07,324.15945,2284,34.351219,-34.351219,17,South
UYUM08,334.65956,2350,34.351219,-34.351219,17,South
UYUM09,327.3091,2224,34.351219,-34.351219,17,South
UYUM10,324.59095,2232,34.351219,-34.351219,17,South
UYUM11,335.3688,2329,34.351219,-34.351219,17,South
UYUM12,329.81224,2268,34.351219,-34.351219,17,South